NumDealsPurchases,NumWebVisitsMonth,TotalPurchases,Age,Recency,CustomerTenure,TotalSpend,Income,Segment
1,6,19,67,61,4723,1957,87771.0,2
1,5,6,48,4,4613,78,33039.0,1
0,2,19,46,75,4698,1572,81741.0,2
2,4,24,55,12,4689,795,71499.0,2
5,4,21,56,13,4485,889,62466.0,0
3,3,12,63,9,4556,331,48799.0,1
2,4,10,76,48,4342,265,52157.0,1
4,8,15,64,80,4891,1065,66565.0,0
1,5,3,75,60,4615,11,29298.0,1
1,6,3,47,43,4679,21,47691.0,1
1,7,3,56,19,4889,17,38200.0,1
5,6,11,52,26,4975,369,44989.0,0
2,7,4,58,58,4473,38,38443.0,1
3,8,8,48,42,4609,177,38593.0,1
1,5,11,56,27,4652,279,64413.0,1
2,8,5,45,56,4590,62,36959.0,1
3,5,18,49,27,4834,1230,61996.0,2
3,7,8,58,10,4409,182,51287.0,1
4,8,6,56,48,4630,49,13260.0,1
2,5,6,60,39,4606,75,47472.0,1
6,7,10,70,85,4675,227,54603.0,0
5,6,10,52,64,4916,215,45207.0,0
7,8,13,75,69,4788,444,40689.0,0
1,8,4,59,54,4572,47,47821.0,1
1,7,6,75,57,4760,143,27450.0,1
2,6,5,43,64,4407,55,39453.0,1
4,4,7,55,10,4392,63,26850.0,1
1,3,21,71,65,4964,1867,79800.0,2
2,2,18,65,74,4608,611,61794.0,2
3,7,15,71,4,4363,473,53863.0,0
1,4,5,67,94,4633,55,24221.0,1
2,7,5,42,41,4945,81,39684.0,1
0,2,21,51,25,4884,2086,92163.0,2
1,1,19,61,94,4551,1478,69882.0,2
1,4,4,49,9,4470,49,33178.0,1
1,1,14,54,47,4611,382,59973.0,2
3,7,6,51,12,4603,69,17459.0,1
1,7,5,57,80,4931,67,23910.0,1
2,8,4,57,20,4573,30,42169.0,1
3,6,6,48,39,4710,63,26224.0,1
3,8,7,45,57,5001,79,31089.0,1
1,7,4,65,27,4813,42,30081.0,1
3,5,20,66,83,4987,819,62807.0,0
1,1,16,71,79,4605,1151,72906.0,2
3,5,17,78,69,4887,594,61467.0,0
4,7,7,60,77,4839,129,49618.0,0
4,10,8,40,15,4867,213,21888.0,1
2,5,5,53,99,4458,67,42429.0,1
1,7,4,70,61,4795,28,26150.0,1
2,7,4,51,23,4931,45,30801.0,1
1,3,17,61,84,4373,1193,81168.0,2
2,6,10,57,74,4634,268,26877.0,1
1,3,11,82,90,4666,266,45006.0,1
1,8,4,53,41,4885,37,18978.0,1
2,7,5,59,28,4564,37,22574.0,1
3,5,22,57,73,4917,882,48240.0,0
5,7,13,52,88,4658,373,45837.0,0
2,8,4,61,94,4739,35,35791.0,1
0,1,1,50,31,4711,107,162397.0,2
1,4,4,48,31,4788,42,54162.0,1
5,2,12,66,6,5001,326,30522.0,0
3,6,14,65,23,4673,404,54456.0,0
1,7,5,55,92,4670,95,31632.0,1
1,1,13,77,52,4431,939,72298.0,2
1,7,4,48,50,4503,33,36975.0,1
1,3,20,71,54,4711,981,72635.0,2
2,6,5,50,93,4845,36,13624.0,1
1,3,19,51,56,4711,1237,84196.0,2
7,7,27,66,28,4966,1825,70971.0,0
3,9,6,49,94,4981,103,34487.0,1
3,9,9,49,76,4878,191,28769.0,1
2,8,23,56,43,4542,1586,69084.0,2
1,1,13,68,46,4336,963,65488.0,2
5,4,21,56,13,4485,889,62466.0,0
1,7,6,66,27,4454,93,32218.0,1
1,3,20,53,12,4757,1587,83917.0,2
1,7,3,64,3,4431,16,46102.0,1
1,5,31,74,72,4710,1375,84574.0,2
1,4,13,64,6,4857,393,56181.0,2
5,7,21,76,53,4959,1477,63120.0,0
2,2,16,55,58,4555,1179,73691.0,2
4,2,22,66,78,4952,1005,63381.0,2
1,2,20,78,57,4367,1348,76140.0,2
4,6,19,67,37,4866,1307,62859.0,0
2,5,13,62,20,4738,486,45906.0,1
1,2,12,79,73,4796,2252,77632.0,2
7,6,10,55,56,4635,235,46463.0,0
0,3,30,56,36,4844,1724,105471.0,2
1,4,10,56,9,4518,235,55282.0,1
3,4,25,49,42,4357,1092,78710.0,2
2,5,15,68,28,4606,599,66886.0,2
0,1,19,66,23,4452,2008,98777.0,2
2,9,4,41,38,4991,48,29103.0,1
5,6,27,52,63,5006,1174,67445.0,0
1,2,6,76,71,4397,67,50616.0,1
2,8,13,71,9,5015,365,49431.0,0
0,0,0,51,81,4462,6,153924.0,2
2,6,8,73,87,4496,165,61278.0,1
2,6,9,68,92,4965,210,26490.0,1
1,4,25,79,36,4622,1095,73059.0,2
4,6,8,60,86,4571,223,46734.0,1
4,6,18,63,83,4889,597,56253.0,0
1,7,3,41,74,4547,22,19986.0,1
1,4,23,51,87,4506,1064,58330.0,2
1,8,5,46,29,4980,74,25965.0,1
1,6,4,70,88,4864,26,14661.0,1
1,8,4,67,77,4868,60,18690.0,1
1,7,3,52,25,4729,20,45068.0,1
2,6,5,39,34,4597,59,21063.0,1
1,8,4,58,43,4736,34,29187.0,1
3,3,9,55,76,4554,198,54690.0,1
3,5,25,62,81,4655,1048,59304.0,2
5,6,16,64,87,4553,574,59247.0,0
4,3,13,56,33,4975,1029,66731.0,0
2,4,18,46,38,4515,670,77353.0,2
2,8,14,51,63,4895,990,52614.0,0
1,8,3,52,26,4358,11,26751.0,1
3,5,18,63,17,4927,1241,81300.0,2
1,1,16,47,75,4498,576,70337.0,2
4,9,8,41,13,4698,172,36145.0,1
1,2,19,46,19,4508,664,65295.0,2
2,6,21,63,51,4574,928,68118.0,2
1,7,29,59,81,4988,2074,68743.0,2
1,8,14,44,32,4659,467,41039.0,1
2,5,10,71,84,4568,257,38946.0,1
1,1,16,59,87,4512,1146,65777.0,2
2,4,18,50,99,4799,689,66476.0,2
1,2,21,54,96,4975,2114,86857.0,2
15,0,29,44,21,5014,1717,160803.0,0
1,1,20,37,40,4364,1346,77845.0,2
1,2,14,57,3,4592,1044,69476.0,2
6,6,16,66,98,4953,493,50611.0,0
1,2,12,56,73,4628,957,61209.0,2
3,3,9,68,90,4672,270,42315.0,1
1,6,4,74,29,4559,29,13084.0,1
3,7,6,77,3,4716,121,47570.0,1
1,3,7,65,94,4658,126,61923.0,1
1,6,3,31,65,4415,23,34824.0,1
3,8,5,77,33,4767,57,26518.0,1
2,6,18,65,46,4558,636,45938.0,0
1,4,27,66,29,4401,1004,78468.0,2
3,4,17,53,99,4605,734,78901.0,2
2,4,18,48,26,4429,614,71427.0,2
3,8,18,48,30,4458,1453,71022.0,2
1,1,14,38,27,4381,1621,90247.0,2
3,7,9,58,24,4505,187,41335.0,1
2,4,20,40,93,4855,1443,71952.0,2
1,2,5,56,34,4322,57,35682.0,1
2,8,18,75,88,4765,637,43185.0,0
3,7,11,78,96,4540,948,66375.0,0
1,7,4,55,10,4855,59,35178.0,1
1,8,3,40,26,4672,18,25252.0,1
4,5,22,61,49,4936,903,55250.0,0
2,6,6,51,11,4814,112,33249.0,1
3,4,17,73,44,4731,596,58398.0,0
3,7,10,44,75,4646,233,50272.0,1
1,1,10,51,64,4889,1511,76618.0,2
1,2,16,66,19,4964,1152,87305.0,2
2,7,5,48,45,4823,48,25851.0,1
6,6,25,56,77,4775,1185,58710.0,0
1,7,3,68,9,4412,21,45160.0,1
2,4,14,61,1,4877,965,74806.0,2
1,7,20,72,90,4743,869,59111.0,2
2,7,4,42,43,4357,16,18988.0,1
1,3,15,61,79,4821,1947,72190.0,2
5,9,7,50,19,5017,71,7500.0,1
1,6,5,60,99,4341,65,44794.0,1
1,2,23,71,62,4538,1380,80395.0,2
1,1,22,50,41,4475,1027,75012.0,2
7,7,14,61,60,4581,411,56962.0,0
1,4,25,35,17,4760,836,89891.0,2
1,5,3,77,24,4595,11,35946.0,1
8,8,15,73,60,5011,480,53593.0,0
7,3,16,48,57,4702,606,66373.0,0
5,8,11,78,74,4576,284,45072.0,0
3,5,11,53,22,4583,1472,89694.0,2
1,2,25,77,46,4381,1677,72025.0,2
2,4,17,53,69,4777,1335,67432.0,2
1,2,12,74,29,4346,334,70545.0,2
1,7,3,37,37,4788,18,17487.0,1
2,4,18,57,26,5009,1338,62882.0,2
4,5,26,73,8,4783,1099,64108.0,0
2,8,6,70,26,4800,97,34941.0,1
3,5,6,76,79,4499,63,48767.0,1
2,6,7,48,71,4652,109,38702.0,1
1,3,20,62,83,4475,902,82224.0,2
1,1,19,74,57,4733,1574,83844.0,2
3,5,6,51,37,4522,38,17003.0,1
1,1,23,31,30,4432,960,71163.0,2
1,7,3,56,34,4607,28,33697.0,1
1,6,27,72,0,4471,1215,63564.0,2
1,2,21,54,89,4500,1497,83443.0,2
2,3,15,68,92,4589,449,51518.0,2
1,4,23,51,87,4506,1064,58330.0,2
1,8,24,57,20,4806,1757,80952.0,2
1,3,20,47,56,4378,1440,75507.0,2
1,4,23,48,28,4825,1006,63855.0,2
5,6,18,54,55,5007,1226,62220.0,0
5,8,15,62,25,4603,1171,58512.0,0
2,4,6,47,0,4791,92,40662.0,1
1,5,7,67,86,4404,99,38829.0,1
2,7,6,45,8,4589,66,35523.0,1
2,6,17,59,33,4386,564,79146.0,2
1,3,20,38,13,4564,1427,78285.0,2
1,7,5,48,12,4735,86,31626.0,1
1,1,18,74,92,4358,833,75127.0,2
3,6,9,71,90,4748,242,48726.0,1
1,2,16,49,8,4976,1869,74985.0,2
1,6,28,39,6,4982,1364,67430.0,2
1,4,7,61,91,4621,183,46891.0,1
4,6,14,70,52,4719,450,62058.0,0
2,2,19,47,3,4681,758,72063.0,2
1,3,19,75,57,4519,1507,78939.0,2
8,8,17,61,9,4751,654,42720.0,0
3,7,6,54,22,4762,81,33622.0,1
0,20,1,69,76,4888,137,6835.0,1
1,7,3,73,86,4800,16,41452.0,1
2,6,6,61,64,4623,93,40760.0,1
1,1,17,68,90,4474,1158,74250.0,2
2,3,4,71,79,4513,43,51124.0,1
2,2,20,55,28,4610,1525,72258.0,2
1,1,18,52,86,4405,1230,71466.0,2
2,4,4,50,42,4396,29,36283.0,1
1,7,4,56,39,4369,25,20587.0,1
1,7,3,54,8,4422,24,30467.0,1
1,8,4,54,40,4696,38,31590.0,1
2,7,5,40,5,4928,57,20425.0,1
5,7,7,66,96,4454,47,17144.0,1
6,7,18,58,28,4863,813,42564.0,0
6,7,16,48,22,4351,629,43783.0,0
4,9,13,50,30,4979,377,40780.0,0
1,2,13,81,45,4850,1612,62847.0,2
1,2,16,69,58,4919,729,82017.0,2
1,7,5,76,49,4665,50,16813.0,1
4,4,11,48,37,4563,270,51267.0,1
2,3,7,65,70,4770,177,46524.0,1
1,7,12,64,33,4845,315,45183.0,1
3,6,20,72,98,4321,767,70421.0,2
3,8,23,61,17,4934,1071,60161.0,0
1,3,23,53,54,4804,1580,73926.0,2
3,8,7,58,39,4517,60,19329.0,1
4,4,17,56,81,4518,573,61872.0,2
1,5,4,70,71,4780,41,46984.0,1
3,6,7,75,62,4846,170,34838.0,1
1,2,27,82,8,4556,1167,82716.0,2
3,8,22,68,76,4769,1526,48192.0,0
6,7,15,50,66,4557,458,49681.0,0
1,2,5,55,83,4418,63,56850.0,1
4,3,13,69,28,4571,405,55267.0,0
7,8,13,54,87,4784,1027,59666.0,0
2,2,20,54,43,4769,1478,72504.0,2
1,6,4,45,0,4576,72,26872.0,1
2,8,5,54,1,4755,48,21359.0,1
1,2,15,51,1,4349,726,73170.0,2
6,4,21,71,72,4830,860,52750.0,0
0,1,22,40,72,4538,1497,91820.0,2
2,3,16,56,12,4368,495,65968.0,2
1,6,3,50,89,4429,20,30772.0,1
3,9,16,72,67,4902,570,22507.0,0
1,5,20,54,54,4412,769,65685.0,2
2,8,5,48,34,4621,55,25804.0,1
1,3,17,46,15,4740,1808,76412.0,2
2,7,5,54,43,4645,55,22063.0,1
1,5,17,65,0,4334,577,57091.0,2
1,8,7,63,74,4757,162,22419.0,1
1,6,19,67,61,4723,1957,87771.0,2
1,8,23,67,51,4759,1576,78353.0,2
3,5,14,72,97,4738,1616,93404.0,2
2,8,4,64,75,4853,36,37859.0,1
1,4,21,68,83,4734,1482,80995.0,2
1,6,4,42,23,4440,22,16529.0,1
1,5,5,50,65,4539,63,55412.0,1
1,6,17,34,94,4977,680,48789.0,1
3,5,17,59,42,4740,542,56575.0,0
2,7,5,46,10,4590,50,25130.0,1
2,8,4,59,94,4820,39,35441.0,1
5,3,23,70,50,4777,1043,71391.0,0
2,7,12,54,46,4750,385,49494.0,1
1,3,26,46,98,4964,1633,81702.0,2
1,6,4,46,42,4682,46,45889.0,1
2,5,18,49,30,4420,761,56628.0,2
3,5,6,76,11,4648,76,34026.0,1
3,5,11,52,61,4897,290,40049.0,1
4,6,7,38,12,4368,89,34176.0,1
4,9,7,45,76,4916,70,19419.0,1
1,1,16,66,2,4657,1066,82504.0,2
1,2,18,56,43,4487,2009,81205.0,2
2,3,17,35,27,4958,1345,61618.0,2
3,5,20,70,60,4872,764,55284.0,0
2,5,9,63,79,4569,195,49980.0,1
4,5,7,46,96,4735,53,15072.0,1
2,6,11,52,17,4701,368,49166.0,1
3,4,17,72,0,4489,544,65324.0,2
1,3,24,69,38,4920,1853,82347.0,2
2,5,4,60,43,4354,35,30843.0,1
3,8,15,52,1,4424,446,46374.0,1
7,7,24,47,25,4774,1180,60474.0,0
1,7,4,53,2,4437,41,38576.0,1
3,5,19,41,66,4815,727,55357.0,0
2,8,4,60,49,4953,40,37758.0,1
1,2,25,37,5,4740,1062,85710.0,2
2,8,5,57,71,4474,40,23228.0,1
6,8,11,57,35,4454,292,44602.0,0
1,6,3,39,94,4856,15,7500.0,1
6,7,11,37,80,4953,341,38683.0,0
2,7,11,51,61,4514,369,49514.0,1
3,4,14,53,29,4703,401,57906.0,0
3,5,14,60,0,4780,393,43456.0,0
1,7,3,40,80,4598,10,19485.0,1
3,3,13,48,54,4739,486,53172.0,2
2,7,5,47,71,4940,69,30545.0,1
1,3,16,43,27,4594,1727,70123.0,2
2,3,14,67,61,4494,995,62450.0,2
3,7,7,50,55,4338,45,21675.0,1
4,7,8,45,35,4406,182,42395.0,1
1,3,22,48,34,4586,989,61346.0,2
1,2,17,73,95,4605,1677,80812.0,2
7,6,16,55,64,4684,595,42835.0,0
2,8,7,43,30,4820,156,39922.0,1
1,1,27,70,12,4405,1226,86424.0,2
4,9,7,48,96,4848,128,17117.0,1
3,8,6,54,16,4459,86,24762.0,1
2,8,5,51,16,4941,68,35797.0,1
1,5,3,51,78,4661,16,36627.0,1
2,6,5,45,83,4330,55,51111.0,1
1,2,21,54,96,4975,2114,86857.0,2
1,1,18,56,67,4682,2018,82072.0,2
4,9,11,73,87,4900,263,46231.0,0
2,7,5,67,34,4520,55,42243.0,1
8,8,16,64,46,4774,564,51195.0,0
2,5,18,48,7,4515,1281,68092.0,2
2,9,5,53,73,4825,83,31814.0,1
6,5,12,61,54,4979,353,51390.0,0
1,1,24,43,93,4486,1003,76630.0,2
1,7,3,35,52,4380,14,26868.0,1
2,6,22,83,53,4833,902,48948.0,0
2,6,23,54,81,4884,1139,55260.0,2
1,5,19,70,8,4646,797,64090.0,2
2,4,23,68,97,4477,1638,78331.0,2
3,6,14,52,50,4642,401,37087.0,1
4,8,7,40,38,4570,84,21846.0,1
1,2,17,68,61,4828,928,81320.0,2
2,6,9,56,46,4637,203,54137.0,1
1,2,15,59,73,4670,858,66825.0,2
1,3,12,53,19,4527,409,57100.0,2
5,5,11,57,10,4782,282,58917.0,0
1,0,17,49,94,4401,1423,85072.0,2
0,2,18,65,10,4540,1449,86429.0,2
1,7,3,55,37,4529,28,45684.0,1
1,5,5,52,94,4496,67,47889.0,1
1,4,9,40,23,4431,199,45921.0,1
1,1,21,60,75,4685,1453,78420.0,2
1,2,18,34,40,4554,1253,75114.0,2
6,8,25,63,24,4840,1198,52278.0,0
2,7,8,54,11,4670,178,35641.0,1
1,3,17,32,29,4893,1990,95529.0,2
1,1,13,72,51,4734,976,62820.0,2
1,2,14,66,86,4505,1001,73113.0,2
1,3,19,44,9,4646,1919,84169.0,2
2,3,12,72,30,4544,350,42607.0,1
1,3,24,72,73,4727,1650,74637.0,2
1,7,4,71,25,4397,46,46015.0,1
1,1,18,33,67,4758,1228,72354.0,2
1,6,6,57,67,4841,95,39858.0,1
3,4,6,78,58,4376,62,34469.0,1
1,5,25,40,82,4362,1761,83033.0,2
3,8,13,47,98,4987,467,24401.0,0
1,2,18,48,93,4459,1149,77583.0,2
1,2,18,44,53,4501,2052,74116.0,2
1,2,15,33,66,4376,1127,74293.0,2
1,3,20,50,6,4544,1416,68397.0,2
1,2,19,52,42,4402,1113,79632.0,2
1,3,6,37,78,4459,125,46107.0,1
2,7,23,75,29,5006,966,64950.0,0
1,8,4,37,82,4874,32,25443.0,1
1,1,18,74,92,4358,833,75127.0,2
2,8,6,55,78,4355,46,32892.0,1
1,4,16,55,54,4568,960,71796.0,2
3,8,27,56,45,4723,1829,67536.0,2
3,5,23,55,59,4670,779,55239.0,2
2,6,21,51,8,4644,811,60554.0,2
8,6,14,74,51,4704,1120,64831.0,0
2,5,18,64,51,4664,725,56067.0,2
1,1,11,43,76,4717,1187,82025.0,2
0,2,18,73,62,4802,2302,94384.0,2
3,7,6,40,86,4874,66,14906.0,1
1,8,18,39,60,4956,1250,51563.0,0
3,3,17,44,56,4453,683,57937.0,2
2,3,11,47,83,4592,305,68274.0,2
1,4,5,49,92,4525,50,39771.0,1
2,8,14,51,31,4956,995,67893.0,0
1,4,5,47,80,4370,41,27922.0,1
3,5,6,50,39,4372,77,52190.0,1
4,6,8,53,20,4836,171,44051.0,1
1,8,6,55,53,4734,131,42767.0,1
1,6,4,50,84,4369,54,46106.0,1
5,8,7,50,50,4824,53,16927.0,1
3,5,13,61,96,4895,475,59754.0,0
4,5,18,74,94,5001,694,53700.0,0
2,5,6,53,25,4373,96,59041.0,1
4,6,12,69,48,4748,361,54237.0,0
2,2,24,59,65,4966,1079,70647.0,2
3,5,17,64,69,4373,578,52597.0,2
2,6,5,57,12,4866,64,41021.0,1
5,6,8,51,84,4578,149,40233.0,1
7,5,10,46,47,4324,231,50183.0,0
3,4,18,67,87,4610,728,54753.0,2
1,2,22,53,35,4634,1778,92955.0,2
3,7,7,53,47,4945,93,33471.0,1
1,8,3,52,48,4762,23,34596.0,1
6,9,18,46,46,4944,662,44010.0,0
1,1,17,38,27,4467,1198,84219.0,2
4,7,7,58,37,4848,81,40706.0,1
3,8,7,38,8,4914,92,15716.0,1
3,5,15,67,29,4544,491,59052.0,0
1,2,23,55,85,4943,1564,80573.0,2
1,0,23,64,2,4466,926,83715.0,2
1,1,18,67,66,5017,1910,82576.0,2
7,7,14,61,60,4581,411,56962.0,0
3,4,6,74,54,4497,94,35704.0,1
5,7,23,72,70,4610,1085,53103.0,0
1,4,3,66,55,4672,23,46779.0,1
0,14,0,61,20,4327,6,4861.0,1
1,7,5,47,78,4646,54,33462.0,1
3,6,26,48,63,4578,1150,63693.0,2
1,3,22,76,17,4638,1415,80763.0,2
2,4,14,52,43,4632,405,65352.0,2
1,2,18,48,13,4536,1908,82170.0,2
1,5,25,57,46,4567,2486,75759.0,2
1,2,26,50,65,4733,1315,79689.0,2
2,5,5,70,1,4320,45,35340.0,1
1,1,16,72,6,4420,1789,85683.0,2
1,7,3,54,32,4897,19,24884.0,1
5,9,17,45,34,4987,573,42021.0,0
4,4,20,37,70,4451,805,64449.0,2
2,3,6,72,49,4327,108,64587.0,1
1,6,3,31,65,4415,23,34824.0,1
1,6,22,48,25,4552,1493,75437.0,2
3,5,6,69,84,4444,89,26091.0,1
3,6,22,53,7,4640,936,52845.0,0
4,4,12,70,34,4558,343,46086.0,0
1,7,19,70,38,4977,528,78028.0,0
1,1,11,39,1,4583,1901,95169.0,2
5,8,17,45,25,4779,724,56337.0,0
2,8,5,39,25,4821,58,22434.0,1
5,8,11,72,50,4728,297,36930.0,0
6,4,15,72,46,4832,488,36130.0,0
2,3,21,73,96,4921,859,65569.0,2
1,1,19,74,57,4733,1574,83844.0,2
4,8,6,58,47,4474,69,19514.0,1
1,6,3,63,52,4735,17,36736.0,1
1,5,20,47,30,4993,2194,77568.0,2
1,2,7,50,63,4489,116,49187.0,1
7,9,11,48,51,4799,279,30168.0,0
1,8,6,58,14,4977,103,34053.0,1
3,5,6,55,20,4392,44,38196.0,1
1,3,14,75,56,4391,406,59412.0,2
1,3,19,61,41,4403,1363,70924.0,2
1,2,10,57,72,4717,236,54165.0,1
1,8,4,53,1,4862,39,32300.0,1
1,7,7,50,27,4814,137,20180.0,1
3,7,7,53,77,4330,79,34961.0,1
1,8,5,52,87,4677,63,28440.0,1
7,7,18,73,81,4802,1314,64504.0,0
1,5,5,60,51,4325,71,33564.0,1
2,8,5,48,79,4923,58,17345.0,1
3,4,18,59,11,4767,702,56320.0,0
1,7,6,48,54,4632,94,28647.0,1
2,9,5,39,93,4836,80,15038.0,1
1,4,4,68,0,4652,22,32173.0,1
5,6,27,62,54,4922,1211,68316.0,0
1,3,21,55,21,4685,1461,74538.0,2
1,3,19,55,58,4848,1968,91700.0,2
1,2,15,57,3,4324,1091,68695.0,2
1,8,4,49,99,4843,55,31056.0,1
1,2,18,53,70,4368,1366,79593.0,2
2,8,11,46,65,4989,313,28071.0,1
4,4,7,68,44,4443,62,37334.0,1
3,7,6,54,6,4604,92,46423.0,1
1,6,5,55,9,4411,72,37126.0,1
4,5,17,73,95,4716,655,47703.0,0
2,3,16,67,70,4387,704,61180.0,2
3,8,5,72,92,4923,54,38998.0,1
15,19,1,35,62,4969,178,8028.0,0
1,2,13,64,85,4357,1033,76081.0,2
1,6,4,40,2,4654,36,34728.0,1
3,7,7,61,0,4944,122,33168.0,1
1,4,6,60,91,4597,122,33585.0,1
1,3,26,66,3,4579,1123,77037.0,2
6,8,12,42,68,4913,497,35196.0,0
6,5,19,60,98,4679,691,44529.0,0
1,3,19,61,41,4403,1363,70924.0,2
1,8,3,60,16,4344,12,28764.0,1
1,5,24,77,82,4818,2440,69098.0,2
2,6,5,56,1,4820,56,25959.0,1
1,7,4,43,64,4770,37,27100.0,1
1,2,20,41,68,4952,968,70596.0,2
4,8,11,52,98,4989,270,42557.0,0
1,7,11,75,32,4644,278,53312.0,1
1,3,21,74,87,4899,1250,72228.0,2
1,1,16,39,84,4775,938,67605.0,2
11,8,17,77,3,4956,1178,62845.0,0
2,5,24,68,34,4659,1155,65196.0,2
2,5,18,39,23,4855,653,42000.0,0
2,5,4,53,37,4361,49,35860.0,1
1,2,16,62,22,4399,506,65526.0,2
3,7,5,65,19,4975,38,16860.0,1
1,1,22,34,7,4379,1650,83528.0,2
8,6,25,61,52,5015,1826,64176.0,0
1,8,3,70,91,5014,18,22304.0,1
1,2,23,48,93,4437,906,67023.0,2
2,8,6,55,78,4355,46,32892.0,1
6,3,19,60,23,4893,1477,70713.0,0
3,6,20,71,83,4896,766,59925.0,0
2,5,5,73,92,4445,47,39722.0,1
1,6,13,68,4,4666,467,46610.0,1
1,1,20,65,32,4681,2116,88347.0,2
1,2,24,45,27,4744,1298,87171.0,2
2,7,4,50,10,4633,22,26907.0,1
2,5,13,58,9,4478,396,50014.0,1
1,7,3,48,65,4753,20,41014.0,1
1,2,12,61,68,4424,967,66294.0,2
6,9,13,55,16,4909,357,36715.0,0
1,3,15,70,12,4996,1401,79456.0,2
1,4,3,44,95,4636,15,40479.0,1
1,3,19,56,16,4832,2087,75345.0,2
4,8,22,49,46,4830,981,54233.0,0
2,4,4,56,3,4580,17,24163.0,1
0,5,22,68,80,4861,523,84460.0,2
1,6,3,43,77,4377,23,43776.0,1
1,2,16,68,0,4424,1192,71691.0,2
1,2,19,53,62,4351,1958,85844.0,2
2,5,7,52,91,4384,133,39190.0,1
1,2,16,67,24,4630,777,71367.0,2
3,8,6,54,2,4692,73,38578.0,1
3,3,7,61,22,4429,121,57236.0,1
1,4,14,47,56,4646,424,61825.0,2
1,1,12,68,54,4347,868,79803.0,2
1,1,14,40,71,4926,756,80910.0,2
1,7,3,44,38,4752,12,27590.0,1
2,5,23,47,62,4863,937,56775.0,2
0,1,17,51,78,4584,1862,83829.0,2
2,5,12,47,18,4725,367,54210.0,1
6,8,14,40,95,4651,443,38508.0,0
2,5,11,56,66,4566,267,53187.0,1
1,8,5,54,28,4417,61,30023.0,1
1,2,20,66,78,4546,1323,76045.0,2
1,5,5,74,13,4330,63,50870.0,1
2,5,6,56,27,4650,64,15315.0,1
2,5,17,52,17,4470,562,65463.0,2
7,4,12,61,71,4349,312,66480.0,0
1,1,15,72,79,4809,1156,76773.0,2
1,5,15,43,1,4805,1104,81698.0,2
1,5,3,53,78,4460,16,54466.0,1
0,1,19,66,23,4452,2008,98777.0,2
3,8,6,42,75,4623,44,16269.0,1
3,6,11,55,70,4625,1574,71819.0,2
1,8,4,43,10,4576,63,33569.0,1
1,6,11,43,24,4602,426,36262.0,1
